order_id,customer_id,product_id,quantity,order_date,status
8379,4610,476,4,2026-01-01,Cancelled
8380,579,386,4,2025-11-16,Shipped
8381,4240,212,5,2025-07-07,Cancelled
8382,919,259,1,2025-12-07,Cancelled
8383,1434,354,1,2025-12-05,Completed
8384,486,6,4,2026-01-25,Shipped
8385,3985,463,2,2025-09-08,Completed
8386,60,409,3,2025-07-12,Completed
8387,2703,178,2,2025-03-08,Pending
8388,404,273,3,2025-08-06,Completed
8389,2840,386,3,2025-10-11,Pending
8390,3066,435,2,2025-11-17,Cancelled
8391,2143,500,3,2026-01-11,Pending
8392,1962,475,3,2025-09-23,Completed
8393,2649,408,1,2025-08-06,Shipped
8394,3196,192,5,2025-06-03,Completed
8395,1704,326,3,2025-05-28,Shipped
8396,4380,247,1,2025-10-20,Cancelled
8397,2292,218,4,2025-02-05,Completed
8398,3774,191,5,2025-04-01,Pending
8399,1766,292,1,2025-05-02,Cancelled
8400,156,137,1,2025-11-06,Shipped
8401,2654,354,2,2025-07-03,Pending
8402,3784,432,4,2025-02-19,Shipped
8403,2143,39,1,2025-07-08,Shipped
8404,427,140,3,2025-10-07,Pending
8405,2255,13,1,2026-01-19,Shipped
8406,2655,416,4,2025-10-30,Completed
8407,2477,152,5,2025-08-21,Pending
8408,117,106,5,2025-08-07,Completed
8409,4641,204,5,2025-11-18,Shipped
8410,1175,227,2,2025-08-14,Pending
8411,3147,432,4,2025-12-08,Shipped
8412,256,66,3,2026-01-24,Pending
8413,3759,28,1,2025-08-10,Pending
8414,1117,187,2,2026-01-04,Cancelled
8415,1676,106,4,2025-04-24,Pending
8416,1756,50,1,2025-07-22,Pending
8417,1665,405,4,2025-09-19,Cancelled
8418,2169,238,5,2025-05-29,Shipped
8419,3893,128,5,2025-04-03,Shipped
8420,4951,18,3,2025-12-21,Cancelled
8421,3140,145,3,2026-01-12,Pending
8422,2795,372,3,2025-03-09,Shipped
8423,3757,240,3,2025-02-19,Shipped
8424,2378,86,2,2025-03-18,Shipped
8425,109,169,1,2025-05-02,Cancelled
8426,2129,119,5,2025-05-27,Completed
8427,3684,132,4,2025-04-15,Cancelled
8428,4210,218,3,2026-01-07,Completed
8429,657,293,2,2025-10-16,Cancelled
8430,4838,238,3,2025-09-06,Cancelled
8431,1142,49,1,2025-06-25,Pending
8432,1967,213,1,2025-02-12,Completed
8433,3571,304,5,2025-03-19,Cancelled
8434,4579,121,5,2025-02-05,Shipped
8435,3532,153,5,2025-05-07,Pending
8436,1271,390,2,2025-11-15,Cancelled
8437,1246,231,1,2026-01-22,Cancelled
8438,1303,421,3,2025-09-21,Pending
8439,1604,369,1,2025-02-10,Cancelled
8440,4249,33,3,2025-10-16,Shipped
8441,534,343,4,2025-11-01,Shipped
8442,3035,407,3,2025-02-27,Shipped
8443,1718,204,2,2025-07-22,Completed
8444,3465,35,3,2025-03-10,Pending
8445,2308,113,3,2025-06-11,Completed
8446,4595,242,3,2025-09-18,Pending
8447,2084,254,1,2025-02-11,Pending
8448,3784,374,2,2026-01-25,Shipped
8449,3464,253,1,2025-10-29,Cancelled
8450,2965,396,3,2025-06-18,Pending
8451,3586,59,2,2025-08-06,Completed
8452,100,428,3,2025-08-18,Cancelled
8453,119,165,4,2025-08-28,Cancelled
8454,2268,379,2,2025-10-25,Shipped
8455,127,432,1,2025-12-10,Shipped
8456,4237,380,1,2025-05-09,Shipped
8457,662,337,1,2025-11-24,Shipped
8458,2663,195,1,2025-10-21,Shipped
8459,88,191,1,2025-02-27,Pending
8460,3278,269,3,2025-04-13,Completed
8461,3552,279,3,2025-11-16,Cancelled
8462,4416,58,5,2025-06-14,Pending
8463,4882,285,3,2025-05-23,Completed
8464,2599,470,5,2025-03-22,Pending
8465,2240,207,3,2025-03-22,Shipped
8466,2382,134,3,2026-01-05,Completed
8467,14,472,1,2025-09-19,Cancelled
8468,1422,273,3,2025-09-24,Completed
8469,3672,377,5,2025-04-02,Completed
8470,3597,383,1,2025-11-20,Pending
8471,3717,352,2,2025-06-05,Shipped
8472,430,470,3,2025-07-28,Shipped
8473,179,314,1,2025-06-22,Cancelled
8474,1057,400,5,2025-10-09,Cancelled
8475,4511,213,5,2025-08-12,Pending
8476,21,415,5,2025-09-02,Shipped
8477,3248,453,2,2025-12-15,Pending
8478,4159,123,3,2025-06-17,Completed
8479,709,478,2,2025-08-05,Pending
8480,2237,145,4,2025-07-13,Shipped
8481,3949,296,4,2025-12-03,Shipped
8482,4486,156,2,2025-11-08,Cancelled
8483,2739,278,3,2025-07-02,Pending
8484,3894,337,5,2026-01-01,Shipped
8485,1200,300,3,2025-04-18,Pending
8486,4697,321,1,2025-11-29,Pending
8487,4206,346,2,2026-01-13,Pending
8488,4126,217,3,2025-04-29,Completed
8489,3046,279,5,2026-01-01,Completed
8490,3748,82,2,2025-10-07,Cancelled
8491,549,293,1,2025-06-17,Cancelled
8492,1914,108,3,2025-08-09,Cancelled
8493,18,376,5,2025-02-04,Completed
8494,2891,472,1,2025-09-12,Completed
8495,3801,203,5,2025-08-28,Pending
8496,1533,81,1,2025-08-01,Shipped
8497,413,369,1,2025-10-18,Shipped
8498,3226,257,1,2025-03-26,Pending
8499,1038,78,5,2025-09-05,Completed
8500,279,223,2,2025-06-28,Shipped
8501,180,2,4,2025-04-07,Shipped
8502,4712,396,4,2025-08-13,Shipped
8503,2619,326,3,2025-12-14,Shipped
8504,799,221,4,2025-06-28,Shipped
8505,12,433,2,2025-05-21,Completed
8506,4312,63,2,2025-10-17,Pending
8507,2121,74,1,2025-03-28,Completed
8508,2299,437,3,2025-07-30,Pending
8509,3304,330,4,2025-07-20,Pending
8510,3628,106,5,2025-10-12,Cancelled
8511,257,73,5,2025-09-29,Cancelled
8512,1388,75,4,2025-03-04,Cancelled
8513,559,216,2,2025-04-09,Pending
8514,2715,463,3,2025-03-25,Pending
8515,4227,497,4,2025-10-03,Completed
8516,3973,429,3,2025-09-20,Pending
8517,1704,155,3,2025-12-11,Cancelled
8518,4379,184,4,2025-03-18,Cancelled
8519,943,138,4,2025-09-12,Cancelled
8520,2346,155,2,2025-11-15,Pending
8521,202,158,5,2025-07-15,Completed
8522,1267,412,1,2025-07-19,Shipped
8523,252,493,5,2025-08-20,Completed
8524,4042,255,1,2025-09-11,Shipped
8525,1816,21,2,2025-08-29,Completed
8526,3097,190,2,2025-05-21,Shipped
8527,2846,196,2,2025-06-15,Cancelled
8528,3721,158,1,2025-05-20,Pending
8529,4637,145,3,2025-09-28,Pending
8530,2398,55,1,2025-09-17,Shipped
8531,3633,134,1,2025-04-14,Cancelled
8532,169,381,2,2025-04-24,Completed
8533,2962,144,3,2025-02-17,Shipped
8534,889,196,3,2025-09-24,Completed
8535,1553,334,3,2025-07-31,Shipped
8536,149,238,3,2025-04-12,Completed
8537,2723,17,5,2025-11-11,Completed
8538,3019,128,4,2025-11-16,Pending
8539,3083,367,5,2025-03-15,Shipped
8540,4192,468,3,2025-10-31,Completed
8541,2210,498,1,2025-06-22,Shipped
8542,570,432,2,2025-03-16,Shipped
8543,4173,227,1,2025-03-20,Pending
8544,4976,495,3,2025-06-23,Pending
8545,1976,496,2,2025-12-26,Pending
8546,2522,360,4,2025-05-04,Cancelled
8547,4567,218,4,2025-07-28,Completed
8548,2282,212,1,2025-02-24,Cancelled
8549,1115,333,1,2025-09-09,Pending
8550,4006,494,1,2026-01-31,Shipped
8551,3701,443,3,2025-05-17,Shipped
8552,700,195,2,2025-08-16,Cancelled
8553,4325,115,5,2026-01-01,Pending
8554,3145,55,2,2025-11-21,Shipped
8555,1241,119,4,2025-10-27,Cancelled
8556,3539,228,4,2025-06-05,Completed
8557,2174,472,3,2026-01-03,Completed
8558,590,153,2,2025-03-16,Completed
8559,4985,19,3,2025-04-11,Pending
8560,4090,69,1,2025-11-26,Cancelled
8561,4359,304,3,2025-08-04,Cancelled
8562,1887,106,1,2025-11-10,Cancelled
8563,2527,106,1,2026-01-09,Completed
8564,3359,235,1,2025-06-22,Shipped
8565,4408,108,2,2025-05-29,Shipped
8566,224,78,5,2025-10-03,Cancelled
8567,4921,433,1,2025-04-28,Completed
8568,3911,342,3,2025-07-01,Completed
8569,2303,481,1,2025-12-09,Shipped
8570,4598,271,1,2025-06-16,Completed
8571,4345,127,4,2025-03-18,Shipped
8572,1981,206,5,2025-09-25,Shipped
8573,4168,292,2,2025-09-09,Completed
8574,2267,340,1,2025-06-25,Completed
8575,4506,105,2,2025-06-19,Completed
8576,67,156,3,2025-12-13,Completed
8577,4238,461,5,2025-11-10,Cancelled
8578,4276,231,2,2025-10-31,Pending
8579,2789,54,3,2025-07-06,Cancelled
8580,4635,83,2,2025-02-16,Pending
8581,1555,151,2,2025-09-30,Pending
8582,495,191,3,2025-02-08,Completed
8583,2038,473,3,2025-04-24,Shipped
8584,4413,481,2,2025-12-31,Shipped
8585,926,342,3,2025-11-01,Completed
8586,277,80,5,2025-10-10,Pending
8587,1364,172,3,2025-02-27,Pending
8588,2411,43,3,2025-06-29,Shipped
8589,3572,492,3,2025-02-11,Completed
8590,46,497,5,2025-05-07,Completed
8591,1595,57,1,2025-02-05,Shipped
8592,2578,377,1,2025-07-20,Cancelled
8593,1740,235,5,2025-10-26,Completed
8594,2512,144,2,2025-06-27,Cancelled
8595,4125,68,3,2025-10-30,Completed
8596,4202,330,5,2026-01-08,Shipped
8597,2019,293,5,2025-12-28,Pending
8598,911,221,3,2025-04-25,Pending
8599,1812,398,5,2026-01-23,Shipped
8600,3437,454,5,2025-09-14,Cancelled
8601,3672,285,4,2025-11-05,Pending
8602,123,360,3,2025-02-08,Completed
8603,116,375,4,2025-07-20,Completed
8604,3308,345,4,2026-01-18,Completed
8605,2972,436,1,2025-04-23,Cancelled
8606,3618,168,2,2025-05-03,Completed
8607,1844,186,4,2025-08-07,Shipped
8608,3422,196,2,2025-12-10,Cancelled
8609,2735,470,1,2025-07-09,Cancelled
8610,2978,150,3,2026-02-02,Completed
8611,1398,350,3,2025-09-28,Cancelled
8612,1273,336,4,2025-04-19,Pending
8613,3890,130,2,2025-05-27,Cancelled
8614,385,179,4,2025-07-24,Cancelled
8615,130,50,2,2025-05-15,Shipped
8616,1981,448,3,2025-07-04,Pending
8617,2792,112,5,2025-10-06,Pending
8618,290,414,2,2025-03-07,Pending
8619,331,202,4,2025-05-05,Pending
8620,876,324,3,2025-10-01,Completed
8621,1207,277,5,2025-07-13,Pending
8622,4185,476,3,2025-12-07,Cancelled
8623,4330,367,3,2025-09-09,Pending
8624,4096,145,5,2025-09-08,Cancelled
8625,970,117,5,2025-02-04,Cancelled
8626,3486,146,2,2025-10-08,Completed
8627,2951,23,2,2025-07-01,Cancelled
8628,60,441,1,2025-07-03,Shipped
8629,2809,5,2,2025-04-15,Cancelled
8630,3933,470,3,2025-03-12,Cancelled
8631,2945,330,3,2025-11-06,Pending
8632,4809,165,3,2025-10-25,Completed
8633,736,175,3,2025-06-24,Cancelled
8634,2402,461,4,2025-05-19,Shipped
8635,1576,109,1,2025-07-02,Pending
8636,4041,365,3,2025-08-25,Completed
8637,1479,289,5,2025-07-24,Pending
8638,716,459,4,2025-02-05,Pending
8639,4846,176,5,2025-11-02,Shipped
8640,170,388,2,2025-09-03,Completed
8641,417,83,3,2025-11-29,Cancelled
8642,74,260,2,2025-04-07,Completed
8643,2035,338,1,2026-01-05,Shipped
8644,3458,388,4,2025-02-14,Completed
8645,2690,35,1,2025-05-16,Pending
8646,3099,473,4,2025-07-02,Completed
8647,3369,247,4,2025-10-17,Completed
8648,4669,263,2,2025-08-08,Pending
8649,3151,50,1,2026-01-09,Shipped
8650,297,225,3,2025-08-19,Shipped
8651,4973,421,4,2025-04-08,Shipped
8652,3664,30,5,2025-10-15,Shipped
8653,1446,16,2,2025-10-22,Cancelled
8654,4073,419,1,2025-08-12,Cancelled
8655,3774,40,4,2025-02-13,Completed
8656,1713,188,4,2025-07-29,Pending
8657,1771,499,3,2025-07-14,Completed
8658,3079,493,4,2025-10-05,Cancelled
8659,1140,331,1,2025-02-28,Pending
8660,2963,185,1,2025-08-30,Pending
8661,3088,8,2,2025-05-08,Shipped
8662,3599,12,5,2026-01-04,Completed
8663,1956,105,4,2025-07-05,Pending
8664,2084,460,2,2026-01-12,Pending
8665,205,467,2,2025-06-04,Completed
8666,707,95,3,2025-02-08,Completed
8667,2262,69,4,2025-04-03,Shipped
8668,3562,144,1,2025-02-21,Pending
8669,3454,24,4,2025-09-26,Pending
8670,4144,228,4,2025-07-28,Pending
8671,2341,454,2,2026-01-11,Shipped
8672,2600,486,1,2025-12-02,Completed
8673,1779,320,3,2025-05-09,Completed
8674,472,337,5,2025-11-16,Shipped
8675,3720,162,1,2025-09-28,Cancelled
8676,2235,258,2,2026-01-26,Completed
8677,2690,276,2,2025-03-23,Completed
8678,2243,351,3,2025-09-11,Cancelled
8679,4462,187,3,2025-11-03,Completed
8680,1439,85,3,2025-05-02,Cancelled
8681,751,85,5,2025-04-25,Pending
8682,4902,409,3,2025-08-09,Completed
8683,2368,298,3,2025-08-12,Completed
8684,2855,320,3,2025-08-07,Shipped
8685,1824,215,4,2025-09-24,Completed
8686,2868,460,5,2025-04-06,Shipped
8687,2713,417,5,2025-09-04,Shipped
8688,4527,437,4,2025-12-25,Shipped
8689,221,1,2,2025-06-21,Pending
8690,3929,131,3,2025-12-13,Pending
8691,4620,319,1,2025-09-19,Cancelled
8692,3598,317,1,2025-07-05,Cancelled
8693,2178,477,5,2025-03-13,Shipped
8694,416,100,2,2025-06-19,Completed
8695,2435,165,1,2025-12-06,Completed
8696,4901,374,4,2025-04-15,Completed
8697,2985,388,3,2026-01-21,Pending
8698,4176,185,3,2025-11-15,Cancelled
8699,2793,197,1,2025-03-29,Pending
8700,4807,273,5,2025-03-28,Shipped
8701,2565,84,1,2025-05-09,Cancelled
8702,2613,213,3,2025-08-15,Shipped
8703,3031,270,3,2026-01-18,Cancelled
8704,2644,299,2,2025-06-15,Completed
8705,2213,74,2,2025-05-29,Cancelled
8706,4645,494,2,2025-07-08,Completed
8707,3740,11,3,2025-08-03,Pending
8708,4234,256,5,2025-11-29,Completed
8709,1053,133,3,2025-02-14,Pending
8710,4996,499,4,2025-09-03,Cancelled
8711,2610,193,4,2025-10-23,Pending
8712,4468,287,4,2025-04-23,Completed
8713,691,311,5,2025-09-25,Cancelled
8714,1259,74,3,2025-09-24,Pending
8715,101,269,2,2025-03-16,Cancelled
8716,279,265,3,2026-01-17,Cancelled
8717,3324,461,3,2025-07-01,Completed
8718,576,291,4,2025-06-13,Pending
8719,2466,209,5,2025-12-10,Shipped
8720,3363,156,1,2026-01-17,Shipped
8721,497,233,5,2025-04-04,Pending
8722,4135,121,1,2025-11-03,Shipped
8723,1551,31,3,2025-12-08,Shipped
8724,3914,259,4,2025-11-16,Cancelled
8725,3174,329,2,2025-02-18,Pending
8726,2790,195,3,2026-01-05,Completed
8727,121,110,4,2025-12-11,Completed
8728,2949,74,5,2025-02-26,Pending
8729,3438,402,4,2025-06-03,Completed
8730,4549,371,2,2025-09-27,Completed
8731,24,24,1,2025-02-24,Pending
8732,1074,345,3,2025-11-20,Cancelled
8733,4887,10,4,2026-01-31,Shipped
8734,230,492,3,2025-04-05,Pending
8735,596,384,2,2025-04-01,Shipped
8736,688,38,5,2025-03-20,Completed
8737,243,57,5,2025-08-03,Completed
8738,3344,122,3,2025-06-21,Pending
8739,4865,47,1,2025-12-09,Shipped
8740,1386,307,1,2025-10-09,Completed
8741,4082,161,1,2025-08-29,Completed
8742,1974,96,1,2025-12-09,Pending
8743,3949,53,2,2025-06-07,Cancelled
8744,1492,376,3,2025-05-22,Cancelled
8745,4657,416,5,2025-03-18,Cancelled
8746,828,76,1,2025-12-04,Shipped
8747,1008,465,3,2025-09-04,Completed
8748,2920,278,3,2025-09-09,Pending
8749,3373,191,1,2025-07-30,Cancelled
8750,3931,399,4,2025-04-09,Cancelled
8751,244,30,2,2025-03-21,Completed
8752,3916,382,5,2025-03-30,Cancelled
8753,3483,88,4,2025-12-04,Completed
8754,2757,174,3,2025-11-24,Completed
8755,2723,289,4,2025-09-23,Pending
8756,4271,451,4,2025-12-12,Cancelled
8757,4206,147,2,2025-09-08,Cancelled
8758,3828,269,5,2025-04-15,Completed
8759,4202,202,3,2025-10-06,Cancelled
8760,1981,79,2,2025-08-20,Pending
8761,3489,251,1,2025-03-31,Cancelled
8762,2161,294,1,2025-02-08,Pending
8763,1781,386,5,2025-12-17,Completed
8764,915,412,5,2025-11-30,Shipped
8765,347,384,1,2025-07-18,Cancelled
8766,641,231,1,2025-12-09,Completed
8767,4175,355,4,2025-12-26,Completed
8768,705,352,5,2025-10-23,Cancelled
8769,2566,87,2,2025-09-11,Completed
8770,1564,60,1,2025-09-24,Shipped
8771,1158,159,5,2025-05-06,Pending
8772,2251,326,4,2025-08-17,Cancelled
8773,1824,106,3,2025-03-31,Shipped
8774,121,461,5,2025-09-24,Shipped
8775,4613,410,4,2026-01-29,Pending
8776,3403,112,4,2025-06-27,Completed
8777,1439,404,1,2025-11-02,Pending
8778,4391,157,1,2026-01-06,Completed
8779,1942,91,2,2025-07-11,Shipped
8780,1001,256,2,2025-12-20,Completed
8781,2536,470,2,2025-04-12,Pending
8782,4516,453,1,2025-05-13,Cancelled
8783,1073,52,2,2025-04-18,Cancelled
8784,3076,220,1,2025-10-12,Cancelled
8785,1444,278,1,2025-04-27,Pending
8786,1378,207,1,2025-06-25,Shipped
8787,3738,196,3,2025-11-28,Cancelled
8788,1959,391,4,2025-02-23,Completed
8789,753,240,2,2025-03-09,Shipped
8790,1821,471,5,2025-03-16,Completed
8791,2077,323,1,2025-03-13,Shipped
8792,3726,432,5,2025-06-29,Completed
8793,4094,355,5,2025-12-14,Shipped
8794,532,466,1,2025-09-02,Shipped
8795,1819,365,1,2026-01-06,Pending
8796,2239,341,1,2025-07-05,Cancelled
8797,785,66,2,2025-09-06,Cancelled
8798,3164,35,2,2025-07-26,Cancelled
8799,4794,211,3,2025-08-08,Shipped
8800,3931,489,1,2025-07-28,Pending
8801,2499,160,4,2026-01-24,Completed
8802,3661,456,5,2025-08-13,Shipped
8803,1603,255,1,2025-05-04,Pending
8804,792,135,4,2025-04-10,Shipped
8805,1914,347,5,2025-05-28,Pending
8806,1861,254,4,2026-02-03,Shipped
8807,3621,215,4,2025-05-21,Cancelled
8808,2687,97,5,2025-12-03,Pending
8809,1539,274,3,2025-11-01,Cancelled
8810,843,391,5,2025-09-05,Cancelled
8811,2834,445,1,2025-10-29,Cancelled
8812,2985,17,4,2025-03-29,Shipped
8813,1280,421,1,2025-05-30,Shipped
8814,3999,151,2,2025-03-12,Pending
8815,196,283,5,2025-12-02,Shipped
8816,3915,142,3,2025-05-15,Pending
8817,4205,170,2,2025-07-31,Pending
8818,2520,284,2,2025-04-03,Pending
8819,898,150,1,2025-02-19,Pending
8820,4025,379,3,2025-03-31,Pending
8821,78,376,2,2025-08-15,Completed
8822,4615,1,3,2025-02-18,Completed
8823,855,226,2,2025-02-05,Pending
8824,4130,209,5,2025-11-07,Shipped
8825,2672,292,2,2025-11-23,Completed
8826,3850,11,5,2025-10-03,Pending
8827,514,393,5,2025-04-17,Pending
8828,3259,431,2,2025-07-21,Completed
8829,4145,145,1,2025-03-30,Cancelled
8830,3492,107,3,2026-01-20,Completed
8831,4119,54,1,2025-12-16,Shipped
8832,2027,289,4,2025-03-15,Completed
8833,872,332,1,2025-02-23,Cancelled
8834,4353,288,1,2026-01-11,Shipped
8835,601,37,4,2025-03-29,Completed
8836,4436,99,4,2025-10-24,Completed
8837,3066,432,3,2025-10-25,Pending
8838,1936,358,3,2025-05-17,Shipped
8839,2890,131,4,2025-09-17,Pending
8840,2175,299,2,2025-06-01,Completed
8841,1903,273,4,2025-07-05,Shipped
8842,1415,169,3,2025-07-19,Pending
8843,1339,319,1,2025-12-04,Cancelled
8844,507,84,2,2026-01-29,Pending
8845,4456,351,4,2025-08-17,Shipped
8846,5000,355,1,2025-06-03,Shipped
8847,3632,362,1,2025-10-30,Pending
8848,3146,66,3,2025-07-06,Shipped
8849,3411,465,4,2025-05-12,Cancelled
8850,1658,335,2,2025-08-19,Cancelled
8851,3300,235,2,2026-01-31,Shipped
8852,1307,391,5,2025-06-18,Pending
8853,2260,61,4,2025-08-08,Pending
8854,3967,324,4,2025-04-07,Pending
8855,4629,381,1,2025-04-10,Cancelled
8856,1357,292,2,2025-08-23,Completed
8857,1397,376,5,2025-07-02,Pending
8858,1745,247,3,2025-02-10,Completed
8859,594,386,2,2025-04-06,Cancelled
8860,4548,198,1,2025-07-31,Shipped
8861,2888,274,1,2025-10-01,Completed
8862,719,217,2,2025-03-25,Shipped
8863,4461,132,2,2025-10-25,Pending
8864,4571,215,2,2025-07-16,Pending
8865,3133,496,4,2025-04-30,Completed
8866,1451,405,4,2025-04-17,Cancelled
8867,1784,267,4,2025-04-30,Pending
8868,4053,230,4,2026-01-29,Completed
8869,1753,336,5,2025-07-30,Pending
8870,1941,480,4,2025-07-01,Pending
8871,1898,103,1,2025-07-04,Completed
8872,3879,214,1,2025-09-29,Pending
8873,4366,319,2,2025-04-07,Shipped
8874,2074,166,1,2026-01-25,Completed
8875,3816,347,1,2025-09-21,Cancelled
8876,3844,292,2,2025-11-12,Pending
8877,4976,247,2,2025-05-25,Cancelled
8878,3810,182,3,2025-03-18,Completed
8879,1975,426,4,2025-12-30,Completed
8880,279,275,3,2025-12-28,Pending
8881,3565,374,2,2026-01-17,Shipped
8882,3204,274,2,2025-11-23,Completed
8883,1822,10,5,2025-10-28,Completed
8884,1076,389,5,2025-07-23,Cancelled
8885,143,398,4,2025-10-23,Completed
8886,1699,416,4,2025-09-11,Cancelled
8887,1581,195,4,2025-11-14,Pending
8888,2901,247,2,2025-10-06,Completed
8889,2792,71,4,2025-10-24,Shipped
8890,3117,173,4,2025-05-03,Cancelled
8891,26,250,4,2025-10-31,Cancelled
8892,4481,443,1,2025-10-15,Shipped
8893,357,28,2,2025-10-08,Completed
8894,3696,470,5,2025-09-01,Completed
8895,1079,176,4,2025-05-01,Completed
8896,4508,68,5,2025-04-02,Completed
8897,4011,247,2,2025-04-26,Shipped
8898,4908,183,5,2025-06-17,Completed
8899,4926,197,5,2025-03-17,Completed
8900,254,473,5,2025-07-20,Cancelled
8901,2341,58,2,2026-01-24,Cancelled
8902,2371,415,4,2025-04-20,Cancelled
8903,148,273,3,2025-10-05,Cancelled
8904,1376,156,3,2025-07-03,Completed
8905,2394,205,1,2025-03-13,Shipped
8906,65,123,2,2025-07-12,Cancelled
8907,4598,200,1,2025-10-21,Completed
8908,1186,409,1,2025-06-20,Shipped
8909,3875,461,2,2025-11-09,Completed
8910,363,196,5,2025-11-28,Shipped
8911,2770,482,5,2025-03-06,Pending
8912,1480,46,3,2025-03-17,Shipped
8913,3947,2,4,2025-05-13,Shipped
8914,4724,343,5,2025-10-26,Cancelled
8915,4338,126,1,2025-04-29,Cancelled
8916,796,310,2,2025-08-01,Shipped
8917,4478,352,2,2025-12-07,Cancelled
8918,4805,280,1,2025-03-27,Cancelled
8919,2926,83,2,2026-02-01,Cancelled
8920,749,324,5,2025-08-15,Shipped
8921,3549,426,2,2025-12-24,Pending
8922,2884,275,5,2025-02-10,Shipped
8923,2098,369,3,2025-02-11,Completed
8924,4719,380,4,2025-11-29,Cancelled
8925,2359,168,3,2025-10-03,Shipped
8926,1037,218,3,2025-06-04,Completed
8927,1123,372,5,2025-10-06,Pending
8928,126,346,1,2025-08-16,Pending
8929,4449,68,1,2025-11-29,Pending
8930,1850,91,3,2026-01-18,Cancelled
8931,3051,305,2,2025-07-09,Cancelled
8932,4419,16,4,2025-08-13,Cancelled
8933,3313,32,1,2025-09-11,Cancelled
8934,2831,103,3,2025-02-26,Completed
8935,1042,95,3,2025-12-24,Pending
8936,883,159,4,2025-06-26,Completed
8937,1502,212,5,2026-01-11,Completed
8938,3875,445,1,2025-08-22,Shipped
8939,1504,311,1,2025-03-23,Completed
8940,1327,27,4,2025-04-05,Completed
8941,1820,73,2,2025-06-30,Cancelled
8942,4057,17,3,2025-07-13,Cancelled
8943,394,279,5,2025-04-16,Pending
8944,4845,31,5,2025-07-12,Cancelled
8945,290,238,4,2025-09-23,Completed
8946,1476,51,1,2025-03-26,Pending
8947,228,375,5,2025-04-20,Shipped
8948,2774,287,2,2025-09-27,Pending
8949,278,23,1,2025-10-14,Shipped
8950,312,363,4,2025-09-28,Completed
8951,2361,219,3,2025-09-16,Pending
8952,2002,464,5,2025-12-31,Shipped
8953,426,343,4,2026-01-28,Shipped
8954,2390,453,4,2026-01-30,Pending
8955,236,172,5,2025-10-21,Cancelled
8956,1337,418,4,2025-04-21,Completed
8957,4351,398,2,2025-02-17,Cancelled
8958,1955,202,3,2025-07-16,Pending
8959,1273,493,1,2025-11-28,Completed
8960,662,50,2,2025-11-25,Pending
8961,4672,169,4,2025-07-08,Pending
8962,2275,178,2,2025-12-11,Cancelled
8963,3304,285,1,2025-07-17,Shipped
8964,1074,13,3,2025-04-19,Shipped
8965,2135,302,4,2025-09-08,Pending
8966,2135,161,2,2025-02-08,Pending
8967,2617,27,1,2025-07-17,Cancelled
8968,4398,191,5,2025-09-12,Pending
8969,3426,13,1,2025-10-27,Shipped
8970,1185,442,5,2025-04-13,Shipped
8971,1803,456,1,2025-03-12,Cancelled
8972,2712,252,1,2025-04-29,Cancelled
8973,2033,2,1,2025-06-21,Pending
8974,3270,78,1,2025-12-29,Completed
8975,446,364,3,2025-05-22,Cancelled
8976,3228,490,2,2025-10-31,Shipped
8977,3025,484,4,2026-01-26,Cancelled
8978,687,330,1,2025-02-09,Completed
8979,3639,419,4,2025-12-01,Cancelled
8980,3057,164,1,2025-04-22,Shipped
8981,2748,309,3,2026-01-27,Cancelled
8982,3628,499,1,2025-07-12,Shipped
8983,3596,334,5,2026-01-02,Completed
8984,2448,237,3,2025-08-25,Pending
8985,4143,116,2,2025-06-04,Pending
8986,1373,258,1,2025-03-16,Shipped
8987,1800,97,3,2025-12-25,Completed
8988,2084,31,1,2025-10-15,Cancelled
8989,3326,248,3,2025-12-09,Shipped
8990,3584,55,2,2025-07-06,Cancelled
8991,955,39,4,2025-06-01,Cancelled
8992,120,422,3,2025-06-04,Cancelled
8993,2452,498,3,2025-10-27,Completed
8994,3404,226,1,2025-09-12,Completed
8995,2624,279,2,2025-10-26,Completed
8996,713,63,2,2025-08-18,Pending
8997,248,232,5,2025-03-18,Completed
8998,4146,166,1,2025-06-26,Shipped
8999,3939,183,5,2025-09-27,Pending
9000,4225,205,5,2025-08-21,Shipped
9001,3613,182,4,2025-08-30,Completed
9002,3891,100,1,2025-04-22,Pending
9003,4789,211,3,2025-06-24,Pending
9004,4763,111,4,2025-07-21,Cancelled
9005,1724,431,2,2026-01-01,Completed
9006,2298,464,5,2025-04-05,Cancelled
9007,3171,127,5,2026-01-09,Cancelled
9008,2892,216,1,2025-08-27,Pending
9009,2,312,3,2026-01-14,Shipped
9010,957,95,4,2025-08-10,Completed
9011,2226,317,5,2025-02-19,Cancelled
9012,4192,381,5,2025-03-05,Completed
9013,1014,388,1,2025-08-19,Completed
9014,1161,77,4,2025-04-17,Shipped
9015,4587,457,4,2025-07-24,Cancelled
9016,848,368,3,2025-09-25,Cancelled
9017,3196,416,4,2025-06-02,Pending
9018,2093,262,1,2025-09-01,Shipped
9019,1097,271,3,2025-10-15,Cancelled
9020,605,173,2,2025-02-15,Completed
9021,1491,200,2,2025-03-02,Shipped
9022,2644,466,1,2025-08-25,Pending
9023,3809,443,4,2026-01-22,Pending
9024,3585,472,1,2025-11-22,Completed
9025,3031,260,5,2025-07-31,Cancelled
9026,3435,495,3,2025-11-10,Pending
9027,4797,378,1,2025-10-15,Completed
